image_path,true_class,predicted_class,confidence,cat_probability,dog_probability
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11017.jpg,狗,猫,0.954747,0.954747,0.045253
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.828.jpg,猫,狗,0.953812,0.046188,0.953812
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1480.jpg,猫,狗,0.952926,0.047074,0.952926
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.12073.jpg,猫,狗,0.952852,0.047148,0.952852
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9695.jpg,猫,狗,0.951998,0.048002,0.951998
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7791.jpg,猫,狗,0.951607,0.048393,0.951607
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11569.jpg,猫,狗,0.950187,0.049813,0.950187
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.98.jpg,狗,猫,0.949905,0.949905,0.050095
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4097.jpg,猫,狗,0.949643,0.050357,0.949643
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6430.jpg,猫,狗,0.949408,0.050592,0.949408
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4878.jpg,猫,狗,0.949218,0.050782,0.949218
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11620.jpg,狗,猫,0.948502,0.948502,0.051497
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.6533.jpg,狗,猫,0.948026,0.948026,0.051974
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1094.jpg,狗,猫,0.947380,0.947380,0.052620
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8897.jpg,猫,狗,0.947326,0.052674,0.947326
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.2415.jpg,猫,狗,0.947028,0.052972,0.947028
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8076.jpg,猫,狗,0.946197,0.053803,0.946197
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7588.jpg,狗,猫,0.945853,0.945853,0.054147
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.6680.jpg,狗,猫,0.945233,0.945233,0.054767
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2953.jpg,狗,猫,0.944821,0.944821,0.055179
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9434.jpg,猫,狗,0.943506,0.056494,0.943506
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9142.jpg,狗,猫,0.942383,0.942383,0.057617
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.441.jpg,狗,猫,0.942212,0.942212,0.057788
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11484.jpg,猫,狗,0.941012,0.058988,0.941012
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8812.jpg,猫,狗,0.939591,0.060409,0.939591
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.3834.jpg,狗,猫,0.939361,0.939361,0.060639
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11079.jpg,猫,狗,0.938030,0.061970,0.938030
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1355.jpg,狗,猫,0.936986,0.936986,0.063014
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1375.jpg,猫,狗,0.936812,0.063188,0.936812
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9656.jpg,狗,猫,0.936035,0.936035,0.063965
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7850.jpg,狗,猫,0.935439,0.935439,0.064561
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5335.jpg,猫,狗,0.934351,0.065649,0.934351
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.366.jpg,狗,猫,0.933943,0.933943,0.066057
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8790.jpg,狗,猫,0.933498,0.933498,0.066502
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11624.jpg,狗,猫,0.932004,0.932004,0.067996
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8836.jpg,狗,猫,0.931501,0.931501,0.068499
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10196.jpg,猫,狗,0.930371,0.069628,0.930371
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1539.jpg,狗,猫,0.929973,0.929973,0.070027
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11883.jpg,狗,猫,0.928650,0.928650,0.071350
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9271.jpg,猫,狗,0.927622,0.072378,0.927622
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5653.jpg,狗,猫,0.927612,0.927612,0.072388
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4324.jpg,狗,猫,0.926965,0.926965,0.073035
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7291.jpg,猫,狗,0.926803,0.073197,0.926803
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.3897.jpg,狗,猫,0.926739,0.926739,0.073261
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7442.jpg,猫,狗,0.925058,0.074941,0.925058
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9009.jpg,猫,狗,0.924850,0.075150,0.924850
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1269.jpg,猫,狗,0.924612,0.075388,0.924612
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.648.jpg,狗,猫,0.923427,0.923427,0.076573
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.9922.jpg,猫,狗,0.923364,0.076636,0.923364
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1832.jpg,猫,狗,0.922897,0.077103,0.922897
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11627.jpg,猫,狗,0.920213,0.079787,0.920213
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2743.jpg,狗,猫,0.920061,0.920061,0.079939
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.4572.jpg,猫,狗,0.919571,0.080429,0.919571
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6306.jpg,猫,狗,0.919475,0.080525,0.919475
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.4893.jpg,狗,猫,0.919173,0.919173,0.080826
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5202.jpg,猫,狗,0.918537,0.081463,0.918537
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.397.jpg,狗,猫,0.917640,0.917640,0.082360
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8614.jpg,猫,狗,0.917291,0.082709,0.917291
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10575.jpg,猫,狗,0.917140,0.082860,0.917140
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.11288.jpg,猫,狗,0.917125,0.082875,0.917125
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8554.jpg,猫,狗,0.915978,0.084022,0.915978
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.12152.jpg,猫,狗,0.915832,0.084169,0.915832
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5997.jpg,猫,狗,0.915552,0.084448,0.915552
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7304.jpg,猫,狗,0.914592,0.085408,0.914592
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11293.jpg,狗,猫,0.912805,0.912805,0.087195
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5913.jpg,狗,猫,0.912447,0.912447,0.087553
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9246.jpg,狗,猫,0.911199,0.911199,0.088801
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9054.jpg,狗,猫,0.911189,0.911189,0.088811
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7072.jpg,猫,狗,0.909777,0.090223,0.909777
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.11930.jpg,狗,猫,0.909557,0.909557,0.090443
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1259.jpg,狗,猫,0.909478,0.909478,0.090522
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1123.jpg,猫,狗,0.907338,0.092662,0.907338
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.843.jpg,狗,猫,0.906573,0.906573,0.093427
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6579.jpg,猫,狗,0.906139,0.093861,0.906139
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.312.jpg,狗,猫,0.905463,0.905463,0.094537
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1877.jpg,猫,狗,0.904811,0.095189,0.904811
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.363.jpg,猫,狗,0.904648,0.095352,0.904648
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.3807.jpg,猫,狗,0.904260,0.095740,0.904260
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.599.jpg,猫,狗,0.903901,0.096099,0.903901
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5807.jpg,狗,猫,0.903883,0.903883,0.096117
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5846.jpg,猫,狗,0.901587,0.098413,0.901587
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7813.jpg,狗,猫,0.901387,0.901387,0.098613
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.8114.jpg,猫,狗,0.900541,0.099459,0.900541
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.742.jpg,猫,狗,0.899934,0.100066,0.899934
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10659.jpg,狗,猫,0.897947,0.897947,0.102053
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5464.jpg,狗,猫,0.896722,0.896722,0.103278
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.12331.jpg,狗,猫,0.896433,0.896433,0.103567
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8399.jpg,狗,猫,0.896411,0.896411,0.103588
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.12238.jpg,猫,狗,0.895785,0.104215,0.895785
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.3620.jpg,猫,狗,0.895350,0.104650,0.895350
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5956.jpg,狗,猫,0.895119,0.895119,0.104881
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.1236.jpg,猫,狗,0.894965,0.105035,0.894965
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.3332.jpg,猫,狗,0.894736,0.105264,0.894736
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.1625.jpg,狗,猫,0.894426,0.894426,0.105574
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.9845.jpg,狗,猫,0.893885,0.893885,0.106115
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.2346.jpg,猫,狗,0.893675,0.106325,0.893675
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7784.jpg,狗,猫,0.891722,0.891722,0.108278
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10950.jpg,猫,狗,0.891421,0.108579,0.891421
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6444.jpg,猫,狗,0.889423,0.110577,0.889423
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7001.jpg,狗,猫,0.889416,0.889416,0.110584
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10756.jpg,猫,狗,0.889406,0.110594,0.889406
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10654.jpg,猫,狗,0.888845,0.111155,0.888845
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.6023.jpg,猫,狗,0.883949,0.116051,0.883949
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.10812.jpg,狗,猫,0.882706,0.882706,0.117294
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5573.jpg,猫,狗,0.882504,0.117496,0.882504
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.915.jpg,狗,猫,0.881430,0.881430,0.118570
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.580.jpg,猫,狗,0.880948,0.119052,0.880948
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.2946.jpg,狗,猫,0.880133,0.880133,0.119867
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.12185.jpg,狗,猫,0.879669,0.879669,0.120331
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.2663.jpg,猫,狗,0.878089,0.121911,0.878089
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.8723.jpg,狗,猫,0.878085,0.878085,0.121915
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.711.jpg,猫,狗,0.877273,0.122727,0.877273
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.5959.jpg,狗,猫,0.876040,0.876040,0.123960
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10808.jpg,猫,狗,0.876018,0.123982,0.876018
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.7810.jpg,狗,猫,0.875949,0.875949,0.124051
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.5623.jpg,猫,狗,0.875844,0.124156,0.875844
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.2475.jpg,猫,狗,0.875798,0.124202,0.875798
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7925.jpg,猫,狗,0.874847,0.125153,0.874847
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.7997.jpg,猫,狗,0.874667,0.125333,0.874667
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.2832.jpg,猫,狗,0.872093,0.127907,0.872093
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/cats/cat.10787.jpg,猫,狗,0.871471,0.128529,0.871471
/Users/shiquantao/Desktop/深度学习/猫狗分类器/数据/Preprocessed_Data/test/dogs/dog.3686.jpg,狗,猫,0.871469,0.871469,0.128531
